4	F#	465
4	F#	232
5	C#	232
4	B	465
4	A	465
4	G#	465
4	G#	232
4	G#	232
4	B	465
4	A	232
4	G#	232
4	F#	465
4	F#	232
5	A	232
5	G#	232
5	A	232
5	G#	232
5	A	232
4	F#	465
4	F#	232
5	A	232
5	G#	232
5	A	232
5	G#	232
5	A	232
4	F#	465
4	F#	232
5	C#	232
4	B	465
4	A	465
4	G#	465
4	G#	232
4	G#	232
4	B	465
4	A	232
4	G#	232
4	F#	465
4	F#	232
5	A	232
5	G#	232
5	A	232
5	G#	232
5	A	232
4	F#	465
4	F#	232
5	A	232
5	G#	232
5	A	232
5	G#	232
5	A	232
4	F#	465
4	F#	232
5	C#	232
4	B	465
4	A	232
4	G#	232
4	G#	465
4	G#	465
4	B	465
4	A	232
4	G#	232
4	F#	465
4	F#	232
5	A	232
5	G#	465
5	A	232
5	G#	232
5	A	232
4	F#	232
4	F#	232
5	A	232
5	G#	465
5	A	232
5	G#	232
5	A	232
4	A	232
4	A	232
4	A	232
4	A	232
5	C#	232
5	C#	232
5	C#	232
5	C#	232
4	B	232
4	B	232
4	B	232
4	B	232
5	E	232
5	E	232
5	E	232
5	E	232
5	F#	232
5	F#	232
5	F#	232
5	F#	232
5	F#	232
5	F#	232
5	F#	232
5	F#	232
5	F#	232
4	B	232
4	A	232
4	G#	232
4	E	232
4	F#	232
4	D	232
4	F#	232
5	C#	232
4	B	232
4	D	232
4	A	232
4	D	232
4	G#	232
4	E	232
4	G#	232
4	G#	232
4	B	232
4	E	232
4	A	232
4	G#	232
4	F#	232
4	C#	232
4	F#	232
5	A	232
5	G#	232
5	A	232
5	G#	232
5	A	232
4	F#	232
4	C#	232
4	F#	232
5	A	232
5	G#	232
5	A	232
5	G#	232
5	A	232
4	F#	232
4	D	232
4	F#	232
5	C#	232
4	B	232
4	D	232
4	A	232
4	D	232
4	G#	232
4	E	232
4	G#	232
4	G#	232
4	B	232
4	E	232
4	A	232
4	G#	232
